2013-03-18 26.512857
2013-03-19 25.910000
2013-03-20 26.150000
2013-03-21 25.998571
2013-03-22 25.900000
2013-03-25 25.827143
2013-03-26 27.230000
2013-03-27 27.177143
2013-03-28 27.040001
2013-04-01 26.061428
2013-04-02 25.241428
2013-04-03 24.248571
2013-04-04 23.812857
2013-04-05 23.522858
2013-04-08 23.294285
2013-04-09 24.194286
2013-04-10 23.724285
2013-04-11 24.715714
2013-04-12 24.742857
2013-04-15 25.214285
2013-04-16 25.121429
2013-04-17 24.194286
2013-04-18 23.402857
2013-04-19 23.338572
2013-04-22 24.910000
2013-04-23 30.998571
2013-04-24 30.959999
2013-04-25 30.535715
2013-04-26 30.792856
2013-04-29 30.715714
2013-04-30 30.867144
2013-05-01 30.415714
2013-05-02 30.641428
2013-05-03 30.492857
2013-05-06 30.098572
2013-05-07 29.464285
2013-05-08 29.801428
2013-05-09 30.915714
2013-05-10 31.098572
2013-05-13 32.768570
2013-05-14 33.424286
2013-05-15 34.771427
2013-05-16 33.861427
2013-05-17 34.142857
2013-05-20 34.221428
2013-05-21 33.869999
2013-05-22 32.651428
2013-05-23 32.311428
2013-05-24 32.677143
2013-05-28 30.598572
2013-05-29 30.762857
2013-05-30 31.808571
2013-05-31 32.321430
2013-06-03 31.709999
2013-06-04 32.187141
2013-06-05 31.922857
2013-06-06 31.105715
2013-06-07 31.459999
2013-06-10 31.561428
2013-06-11 30.637142
2013-06-12 29.662857
2013-06-13 30.770000
2013-06-14 30.570000
2013-06-17 32.747143
2013-06-18 32.689999
2013-06-19 33.187141
2013-06-20 31.931429
2013-06-21 30.985714
2013-06-24 30.799999
2013-06-25 30.414286
2013-06-26 30.299999
2013-06-27 30.709999
2013-06-28 30.155714
2013-07-01 32.040001
2013-07-02 31.637142
2013-07-03 31.558571
2013-07-05 32.157143
2013-07-08 33.299999
2013-07-09 35.340000
2013-07-10 34.831429
2013-07-11 34.881428
2013-07-12 36.751427
2013-07-15 36.854286
2013-07-16 37.211430
2013-07-17 38.274284
2013-07-18 38.058571
2013-07-19 37.797142
2013-07-22 37.422855
2013-07-23 35.751427
2013-07-24 34.471428
2013-07-25 35.248573
2013-07-26 35.187141
2013-07-29 34.994286
2013-07-30 34.822857
2013-07-31 34.925713
2013-08-01 35.588570
2013-08-02 35.168571
2013-08-05 36.262856
2013-08-06 36.557144
2013-08-07 35.601429
2013-08-08 35.771427
2013-08-09 36.107143
2013-08-12 36.657143
2013-08-13 37.027142
2013-08-14 37.401428
2013-08-15 36.201427
2013-08-16 36.981430
2013-08-19 37.111427
2013-08-20 39.041428
2013-08-21 38.624287
2013-08-22 38.535713
2013-08-23 39.765713
2013-08-26 40.388573
2013-08-27 39.434284
2013-08-28 40.480000
2013-08-29 41.121429
2013-08-30 40.558571
2013-09-03 41.285713
2013-09-04 41.775715
2013-09-05 42.158573
2013-09-06 41.648571
2013-09-09 42.021427
2013-09-10 44.722858
2013-09-11 44.042858
2013-09-12 43.058571
2013-09-13 43.664288
2013-09-16 43.165714
2013-09-17 42.792858
2013-09-18 43.845715
2013-09-19 43.642857
2013-09-20 44.832859
2013-09-23 43.148571
2013-09-24 43.784286
2013-09-25 43.877144
2013-09-26 44.787144
2013-09-27 44.628571
2013-09-30 44.172855
2013-10-01 46.374287
2013-10-02 47.247143
2013-10-03 45.959999
2013-10-04 46.751427
2013-10-07 45.451427
2013-10-08 43.188572
2013-10-09 41.204285
2013-10-10 43.427143
2013-10-11 42.978573
2013-10-14 46.337143
