2013-03-12 21.639999
2013-03-13 21.660000
2013-03-14 21.650000
2013-03-15 21.379999
2013-03-18 21.260000
2013-03-19 21.139999
2013-03-20 21.180000
2013-03-21 21.040001
2013-03-22 21.330000
2013-03-25 21.150000
2013-03-26 21.770000
2013-03-27 21.830000
2013-03-28 21.840000
2013-04-01 21.430000
2013-04-02 21.459999
2013-04-03 21.049999
2013-04-04 21.139999
2013-04-05 20.940001
2013-04-08 21.090000
2013-04-09 21.750000
2013-04-10 22.260000
2013-04-11 21.830000
2013-04-12 21.680000
2013-04-15 21.379999
2013-04-16 21.920000
2013-04-17 21.930000
2013-04-18 22.240000
2013-04-19 22.440001
2013-04-22 22.879999
2013-04-23 23.379999
2013-04-24 23.660000
2013-04-25 23.379999
2013-04-26 23.400000
2013-04-29 23.760000
2013-04-30 23.950001
2013-05-01 23.990000
2013-05-02 24.110001
2013-05-03 23.959999
2013-05-06 23.910000
2013-05-07 24.150000
2013-05-08 24.250000
2013-05-09 24.360001
2013-05-10 24.500000
2013-05-13 24.080000
2013-05-14 23.840000
2013-05-15 24.200001
2013-05-16 23.940001
2013-05-17 24.040001
2013-05-20 24.080000
2013-05-21 24.150000
2013-05-22 24.070000
2013-05-23 24.049999
2013-05-24 23.920000
2013-05-28 24.080000
2013-05-29 24.270000
2013-05-30 24.209999
2013-05-31 24.280001
2013-06-03 25.240000
2013-06-04 25.360001
2013-06-05 24.700001
2013-06-06 24.650000
2013-06-07 24.590000
2013-06-10 25.010000
2013-06-11 24.709999
2013-06-12 24.459999
2013-06-13 24.990000
2013-06-14 24.920000
2013-06-17 25.100000
2013-06-18 25.469999
2013-06-19 25.000000
2013-06-20 24.190001
2013-06-21 24.200001
2013-06-24 23.580000
2013-06-25 23.879999
2013-06-26 24.010000
2013-06-27 24.049999
2013-06-28 24.230000
2013-07-01 23.889999
2013-07-02 23.719999
2013-07-03 23.760000
2013-07-05 24.059999
2013-07-08 23.190001
2013-07-09 23.139999
2013-07-10 23.250000
2013-07-11 23.990000
2013-07-12 23.900000
2013-07-15 23.940001
2013-07-16 24.250000
2013-07-17 24.150000
2013-07-18 23.240000
2013-07-19 23.040001
2013-07-22 22.770000
2013-07-23 22.750000
2013-07-24 22.930000
2013-07-25 23.059999
2013-07-26 23.260000
2013-07-29 23.240000
2013-07-30 23.379999
